,title,company_name,location,salary_avg,salary_min,salary_max
457,Senior Data Analyst (TS/SCI required),IT Concepts Inc.,United States,98500.0,62000.0,135000.0
458,Data Analyst - Disaster Recovery,Humana,"Tulsa, OK",,,
459,Data Scientist,CyberCube,United States,157500.0,129000.0,186000.0
460,071064-Business Data Analyst,Capgemini,United States,,,
462,Online Data Analyst - Israel,Telus International,United States,,,
463,"SAP Data Migration Analyst, Sr. Associate",PwC,"Tulsa, OK",,,
464,"Senior, Data Analyst",Fidelity Investments,"Honey Grove, TX",,,
465,"Senior, Data Analyst",Fidelity Investments,"Madill, OK",,,
466,"SAP Data Migration Analyst, Sr. Associate",PwC,"Tulsa, OK",,,
467,Transportation Data and Analytics Leader,CDM Smith,"Fort Smith, AR",,,
468,"Senior, Data Analyst",Fidelity Investments,"Madill, OK",,,
469,SSR I - Business Data Analyst,Altec Careers,"St Joseph, MO",,,
470,Data Analyst,Bixal,United States,,,
471,Data Analyst,Tulsa Remote,"Skiatook, OK",,,
472,Senior Data Analyst -Machine Learning - Remote,UnitedHealth Group,United States,,,
473,Senior Marketplace Insights Data Analyst,Impact,United States,137142.0,121904.0,152380.0
474,Data Analyst,Tulsa Remote,"Mounds, OK",,,
475,Data Analyst,Tulsa Remote,"Kellyville, OK",,,
476,Senior Data Analyst,System Soft,"Tulsa, OK",,,
478,Sr. Healthcare & Accounting Data Modeler and Analyst,"Perficient, Inc",United States,,,
479,Data Analyst,Tulsa Remote,"Skiatook, OK",,,
480,Senior Marketplace Insights Data Analyst,Impact,United States,137142.0,121904.0,152380.0
481,Senior Quality Improvement Data Analyst - Remote,UnitedHealth Group,United States,,,
482,Data Analyst IV (Healthcare Analytics),Corporate,"Kansas City, MO",,,
483,Sr. Healthcare & Accounting Data Modeler and Analyst,"Perficient, Inc",United States,,,
484,Senior Data Analyst - Employee Benefits,MarshMcLennan,United States,,,
485,GIS Data Analyst,GDH,"Lenexa, KS",,,
486,Data Analyst,University of New Mexico,United States,,,
487,Business Intelligence Analyst,MGP,"Atchison, KS",,,
488,Business Data Analyst,Seaboard Energy,"Shawnee Mission, KS",,,
489,Business Data Analyst,Rx Savings Solutions,"Overland Park, KS",,,
490,Program Specialist - Healthcare Data Analyst - Remote in...,UnitedHealth Group,United States,,,
491,Data Analyst (Level 2),Lockheed Martin Corporation,United States,,,
492,Data Analyst,inTulsa,"Tulsa, OK",,,
493,Senior Business Data Analyst,Oneida Nation Enterprises,United States,,,
494,Data Analyst - HR/Recruitment,Prime Healthcare,"Kansas City, MO",,,
495,Power BI Developer - Lead Operations Analyst,Lumen,United States,,,
496,Data Analyst,Cboe Global Markets,"Lenexa, KS",,,
497,Financial Data Analyst,Life.Church,"Edmond, OK",,,
498,GIS Data Analyst,GDH,"Lenexa, KS",,,
499,Online Data Analyst Vietnam,Telus International,United States,,,
500,"Actuarial Analyst II, Annuity New Business - Data Analytics",Lincoln Financial Group,"Topeka, KS",,,
501,Senior Data Analyst - Firm Analytics,Edward Jones,"Jefferson City, MO",125654.5,92984.0,158325.0
502,Billing & Collections Data Analyst,BWA South Co. Inc.,"Benton, AR",,,
503,Billing & Collections Data Analyst,BWA South Co. Inc.,"Benton, AR",,,
504,Business Info Analyst II,Elevance Health,United States (+1 other),,,
505,Data Analyst II,Commercial Solutions,"Columbia, MO",,,
506,Data Analyst IV,Corporate,"Kansas City, MO",,,
507,Data Analyst II,Commercial Solutions,"Jefferson City, MO",,,
508,Senior Data Analyst - Firm Analytics,EDWARD JONES,"Springfield, MO",,,
509,Data Analytics Specialist,Welocalize,United States,,,
511,Data Analyst II (Healthcare Analytics/UM/Appeals),Corporate,"Columbia, MO",,,
512,Senior Data Analyst - Firm Analytics,EDWARD JONES,"Warrensburg, MO",,,
513,Database Report Writer/Analyst,Compass Health Network,"Rolla, MO",,,
514,Data Analyst III (Healthcare Analytics/UM/Appeals),Corporate,"Jefferson City, MO",,,
515,Senior Data Analyst - Firm Analytics,EDWARD JONES,"Warrensburg, MO",,,
517,"Data Analyst, IR",WSU Tech,"Bel Aire, KS",,,
518,GIS Data Analyst,GDH,"Lenexa, KS",,,
519,Data Analyst 1,UnitedHealth Group,"Overland Park, KS",,,
520,Workday Reporting/Data Analyst,Corporate,"Kansas City, MO",,,
521,Data Analyst II IMS Business Operations,Cox,United States,,,
522,Analytic Services - Senior Analyst,CVS Health,Kansas,,,
523,IT Data Analyst Intern - PMO,COMMERCE BANK,"Kansas City, MO",,,
524,Data Analyst /Operations Research,Amentum,United States,,,
525,Data Analyst /Operations Research,Amentum,United States,,,
526,Data Analyst - Power BI Developer,Robert Half US,"Kansas City, KS",,,
527,Data Analyst,Netskope,United States,,,
528,Data Analyst,Aston Carter,"Kansas City, MO",20.0,,
529,Data Analyst Co-Op,Cohere Health,United States,,,
530,Data Analyst III (Healthcare Analytics). Job in Columbia My Valley...,Corporate,"Columbia, MO",,,
531,Senior Quality Improvement Data Analyst - Remote,UnitedHealth Group,United States,,,
532,Principal Data Analyst,Fidelity Investments,"Waurika, OK",,,
533,"Senior Data Analyst, Business Optimization",Cox,"Tuttle, OK",,,
534,Data Analyst II,Corporate,"Kansas City, MO",,,
535,Principal Data Analyst,Fidelity Investments,"Sherman, TX",,,
536,"Senior Data Analyst, Business Optimization",Cox,"Del City, OK",,,
537,Financial Data Analyst,Caliber Financial Services,"Kansas City, KS",,,
538,Principal Data Analyst,Fidelity Investments,"Honey Grove, TX",,,
539,Senior Data Analyst,Oracle,"Kansas City, MO",,,
540,Principal Data Analyst,Fidelity Investments,"Denison, TX",,,
541,Principal Data Analyst,Fidelity Investments,"Sherman, TX",,,
542,Principal Data Analyst,Fidelity Investments,"Healdton, OK",,,
543,Marketing Data Coordinator,J.E. Dunn Construction,"Kansas City, MO",,,
544,Principal Data Analyst,Fidelity Investments,"Durant, OK",,,
545,Principal Data Analyst,Fidelity Investments,"Madill, OK",,,
546,Principal Data Analyst,Fidelity Investments,"Pottsboro, TX",,,
547,Principal Data Analyst,Fidelity Investments,"Lone Grove, OK",,,
548,Principal Data Analyst,Fidelity Investments,"Calera, OK",,,
549,Principal Data Analyst,Fidelity Investments,"Bonham, TX",,,
551,Junior Data Analyst,"Acadia Technologies, Inc.","Kansas City, MO",70000.0,60000.0,80000.0
552,Fully Remote Senior Data Analyst,Selby Jennings,United States,,,
553,Data Analyst 1,Oracle,"Oklahoma City, OK",,,
554,Data Analyst III - Full Time - Days,Mercy,"Springfield, MO",,,
555,Data Analyst II,Stefanini,United States,,,
556,Data Analyst II,Stefanini,United States,,,
557,Business Process Data Analyst (III or Sr),Williams Companies,"Tulsa, OK",,,
558,Analyst II - REMOTE,"Health Services Advisory Group, Inc. (HSAG)","Kansas City, MO",,,
559,Ecommerce analyst,Textron,"Wichita, KS",,,
560,Data Analyst (Intern) Returnship,MTAB Technology Center  P Ltd,United States,,,
561,Marketing Data Analyst,Robert Half US,United States,,,
562,GIS Data Analyst,GDH,"Lenexa, KS",,,
563,Data Analyst,Foresight ROI,United States,,,
564,GIS Data Analyst,GDH,"Lenexa, KS",,,
566,Business Analyst R&D (Mid)-Data Science-R&D-PH-US,PDS Tech,Missouri,,,
568,Senior Business Systems Analyst,EDWARD JONES,"Centertown, MO",78795.0,,
569,071344-Data Analyst Lead - Data Scientist,Capgemini,United States,,,
571,Data Analyst,Koch Industries,"Wichita, KS",,,
572,Data Analyst Senior - with Growth Opportunities,Aquent,United States,,,
573,Senior Data Analyst - Data Analytics and Visualization - Remote ...,United Health Group,United States,,,
574,CE Solutions Analyst,Maximus,United States,,,
575,"Senior Sustainability Analyst (Greater LA Area, CA)",Boeing,United States,132000.0,95000.0,169000.0
576,071344-Data Analyst Lead - Data Scientist,Capgemini,United States,,,
578,Manager Data Analysis Business Optimization,Cox Enterprises,United States (+13 others),,,
580,Data Analyst,Randstad USA,"Bentonville, AR",,,
581,Administrative Assistant/Data Analyst,icrunchdata Network,"Oklahoma City, OK",,,
582,Financial Data Analyst,Caliber Financial Services,"Shawnee, KS",,,
583,Data Analyst II - Now Hiring,Commercial Solutions,"Shawnee, KS",,,
584,Lead Data Analyst,EDWARD JONES,"Rolla, MO",,,
585,Data Analyst,Teachable,United States,,,
586,"Senior Associate, Digital Data Analyst/Architect",New York Life Insurance Co,United States,,,
587,Data Analyst,Randstad USA,"Bentonville, AR",,,
588,Administrative Assistant/Data Analyst,icrunchdata Network,"Oklahoma City, OK",,,
589,Sr Data Analyst. Job in United States My Valley Jobs Today,Honeywell,United States,,,
590,"Senior Associate, Digital Data Analyst/Architect",New York Life Insurance Co,United States,,,
591,"Analyst, Data Analytics",DIRECTV,"Sherman, TX",,,
592,Lead Data Analyst,EDWARD JONES,"Warrensburg, MO",,,
593,Enterprise Data Analyst,"Turnberry Solutions, Inc",United States,,,
594,Lead Data Analyst,EDWARD JONES,"Warrensburg, MO",,,
595,Data Analyst,Randstad USA,"Kansas City, MO",,,
596,SR ANALYST,"_external, Lumen",United States,,,
597,Data Analyst III (Power BI Reporting) - Remote,Corporate,"Columbia, MO",,,
598,Workday Reporting/Data Analyst,Corporate,"Columbia, MO",,,
599,Data Analyst III. Job in Kansas City My Valley Jobs Today,Corporate,"Kansas City, MO",,,
600,Financial Data Analyst - Engineering. Job in Wichita Allied,Airbus Americas,"Wichita, KS",,,
601,Senior Data Analyst,Oracle,"Kansas City, MO",30.22,28.85,31.59
602,Business Analytics Analyst,Citi,United States,,,
604,Data Reporting Analyst,Robert Half Technology,"Overland Park, KS",,,
605,Recruitment Data Analyst,Randstad Sourceright,United States,,,
606,Data Analyst,Apex Systems,"Oklahoma City, OK",,,
607,Data Analyst III - Full Time - Days,Mercy,"Springfield, MO",,,
608,Data Analyst III - Full Time - Days,Mercy,"Springfield, MO",,,
609,"Senior Data Analyst Lead, Corporate Vice President",New York Life,United States,,,
610,Business Analyst - Data Deletion,Tiro Security,United States,,,
611,"Senior Data Scientist, Mobile Consultant",2K,United States,157500.0,129000.0,186000.0
612,071352-Data Analyst Lead - ML Ops Engineer,Capgemini,United States,,,
613,Data Governance Analyst,CDM Smith,"Norman, OK",,,
614,071352-Data Analyst Lead - ML Ops Engineer,Capgemini,United States,,,
615,Pharmacist Facility Program Manager-Electronic Health Record...,JobRxIndex,United States,,,
617,Senior Data Analyst - Firm Analytics,Edward Jones,"Columbia, MO",125654.5,92984.0,158325.0
618,Data Analyst II (Healthcare Analytics/UM/Appeals),Corporate,"Jefferson City, MO",,,
619,Data Analyst IV (Healthcare Analytics),Corporate,"Kansas City, MO",,,
620,Data Analyst IV. Job in Columbia My Valley Jobs Today,Corporate,"Columbia, MO",,,
621,Data Governance Analyst - Corporate IT (Kansas City),Burns & McDonnell,"Kansas City, MO",,,
622,Data Analyst IV. Job in Kansas City My Valley Jobs Today,Corporate,"Kansas City, MO",,,
623,Data Analyst II. Job in Kansas City My Valley Jobs Today,Commercial Solutions,"Kansas City, MO",,,
624,GIS Data Analyst,GDH,"Lenexa, KS",,,
625,Data Analyst,inTulsa Career Portal,"Tulsa, OK",,,
627,Business and Data Analyst,C.H. Robinson,"Kansas City, MO",,,
628,Senior Learning Analyst,Cox Enterprises,United States (+18 others),,,
629,Data Reporting Analyst - Workday | Python,Robert Half,"Overland Park, KS",,,
630,Data Analyst,JobFinders Employment Services,"Jefferson City, MO",20.75,,
631,1392130 - Data Analyst,Cisco,United States,,,
633,Sr Analytics & Reporting Analyst,HCSC,"Okay, OK",,,
634,Senior Data Analyst,Oracle,United States,,,
635,Data Quality Testing Analyst,GDH,"Tulsa, OK",,,
636,"Climate Finance Research & Data Analyst, GFANZ - Global Public...",Bloomberg,United States,,,
637,Data Analyst Intern Graduate Level,Elevance Health,United States,,,
638,Data Systems Analyst (2001) Jobs,SMX,United States,,,
639,Data Systems Analyst (2001) Jobs,SMX,United States,,,
640,GIS Data Analyst,GDH,"Lenexa, KS",,,
641,Data Analyst Intern Graduate Level,Elevance Health,United States,,,
642,Data Analyst,AMN HEALTHCARE,United States,26.875,24.5,29.25
643,Senior Financial Data Analyst (Remote) - Medical School Financial...,Washington University in St. Louis,"Jefferson City, MO",,,
644,Senior Data Analyst,H&R Block,"Kansas City, MO",,,
645,Data Analyst - Swisslog,Swisslog,United States,,,
646,Data Analyst IV (Healthcare Analytics). Job in Kansas City My...,Corporate,"Kansas City, MO",,,
647,Data Analyst,Tulsa Remote,"Kiefer, OK",,,
648,Data Analyst III (Power BI Reporting) - Remote,Corporate,"Kansas City, MO",,,
649,"Sustainable Packaging Data Analyst I (Greater Denver Area, CO)",Go Container Scale,United States,,,
650,"Principal Associate, Data Analyst Risk Associate: ExceptionsOne Team",Capital One,"Paris, TX",138516.0,127092.0,149940.0
651,Data Analyst,inTulsa,"Tulsa, OK",,,
652,Category Intelligence Analyst,Aston Carter,"Rogers, AR",,,
653,Data Analyst – Kiewit Technology Group in Lenexa KS,Kiewit Corporation,"Lenexa, KS",,,
654,COOP - Data Analyst,Ryder System,"Topeka, KS",,,
655,GIS Data Analyst,GDH,"Lenexa, KS",,,
656,Supply Chain Data Analyst (Illinois),AbbVie,"Conway, AR",,,
657,Air Quality Business Analyst,GDH,"Tulsa, OK",,,
658,Principal Data Analyst,Discover Financial Services,United States,,,
659,Bravo-Sr Data Analyst - Remote. Job in United States My Valley...,MEDICAL MUTUAL OF OHIO,United States,,,
660,Data Analyst Intern - Undergraduate,Corporate,"Kansas City, MO",,,
662,Data Analyst Intern - Undergraduate,Corporate,"Jefferson City, MO",,,
663,Audit Sr. Data Analyst,Fidelity Investments,"Lawton, OK",,,
664,Sr Biomarker Data Analyst,"Pharmaceutical Research Associates, Inc",United States,,,
665,Data Analyst,Hazen and Sawyer,"Independence, MO",,,
666,Data Analyst,New York University,United States,,,
667,Senior Data Analyst,Human API,United States,,,
668,Lead Data Analyst,EDWARD JONES,"Rolla, MO",,,
669,Data Analyst III,AE Business Solutions,United States,,,
670,Data Analyst III,Corporate,"Columbia, MO",,,
671,Sr. BI & Data Analyst (DTJ),"Charles River Laboratories, Inc.",United States,,,
672,Business Analyst/Healthcare Data Analyst,Alakaina Foundation Family of Companies,United States,,,
673,"Sr. Data Analyst, Marketing Operations",Cox,"Nicoma Park, OK",,,
674,Data Analyst III,Corporate,"Jefferson City, MO",,,
675,Data Analyst II (Healthcare Analytics/UM/Appeals),Centene Corporation,"Jefferson City, MO",,,
676,Data Analyst 3 - 00203,New York State - New York Government,United States,,,
677,"Operations Data Analyst Jobs in Oklahoma City, OK",Paycom,"Oklahoma City, OK",,,
678,Data Analyst II (Healthcare Analytics/UM/Appeals),Centene Corporation,"Jefferson City, MO",,,
679,Data Quality Analyst,Genesis10,"Kansas City, MO",,,
680,Data Analyst Apprentice – Birmingham,Joobii,United States,,,
681,Data Analyst I,Cotiviti,United States,,,
682,Financial Data Analyst,Caliber Financial Services,"Mission, KS",,,
683,Sr. Analyst - HEDIS Reporting -REMOTE,"Health Services Advisory Group, Inc. (HSAG)",United States,,,
684,GIS Data Analyst,GDH,"Lenexa, KS",,,
685,US Tech Data Modeler,PwC,"Kansas City, MO",,,
686,Principal Data Analyst,Fidelity Investments,"Honey Grove, TX",,,
687,Power BI Developer - Lead Operations Analyst,Lumen,United States,,,
688,System Analyst,Pomeroy,"Overland Park, KS",,,
689,Principal Data Analyst,Fidelity Investments,"Sherman, TX",,,
690,Principal Data Analyst,Fidelity Investments,"Whitesboro, TX",,,
691,Principal Data Analyst,Fidelity Investments,"Calera, OK",,,
692,Principal Data Analyst,Fidelity Investments,"Bonham, TX",,,
693,Principal Data Analyst,Fidelity Investments,"Durant, OK",,,
694,Principal Data Analyst,Fidelity Investments,"Pottsboro, TX",,,
695,Principal Data Analyst,Fidelity Investments,"Ardmore, OK",,,
696,Principal Data Analyst,Fidelity Investments,"Waurika, OK",,,
697,Principal Data Analyst,Fidelity Investments,"Madill, OK",,,
698,Principal Data Analyst,Fidelity Investments,"Tishomingo, OK",,,
699,Principal Data Analyst,Fidelity Investments,"Marietta, OK",,,
702,Business Data analyst,"Acadia Technologies, Inc.","Oklahoma City, OK",80000.0,,
703,Business and Data Analyst,CH Robinson,"Kansas City, MO",90000.0,80000.0,100000.0
704,Lead Data Analyst,"_internal, Lumen",United States,,,
705,"Data Analyst ll, Ecommerce Product Analytics - Remote",Tailored Shared Services,United States,,,
710,Digital Data Quality Analyst (DTJ),"Charles River Laboratories, Inc.",United States,,,
712,GIS Data Analyst,GDH,"Lenexa, KS",,,
714,Air Quality Business Analyst,GDH,"Tulsa, OK",,,
715,Analyst Customer Master Data,Tyson Foods,"Springdale, AR",,,
716,Data Analyst,Mitek Systems,United States,,,
717,Data Quality Analyst,"Bass Pro, LLC","Springfield, MO",,,
718,"Analyst II, Business Intelligence",Spirit Airlines,United States,,,
719,GIS Data Analyst,GDH,"Lenexa, KS",,,
720,Associate Research/Data Analyst (4212046),State of Missouri,"Jefferson City, MO",,,
721,Enterprise Data Analyst,Institutional Shareholder Services,"Norman, OK",,,
722,Data Analyst III (Healthcare Analytics),icrunchdata Network,"Columbia, MO",,,
